Gene,p.value,P.adjusted.BH,logFC,Gene.symbol
218009_s_at,3.84e-07,2.37e-06,1.06825927,PRC1
218039_at,1.42e-06,6.5e-06,1.30747264,NUSAP1
218051_s_at,2.47e-16,3.07e-13,1.64421048,NT5DC2
218084_x_at,7.24e-11,4.76e-09,1.77808229,FXYD5
218092_s_at,3.53e-07,2.22e-06,1.01276212,AGFG1
218093_s_at,1.08e-10,6.47e-09,1.01968821,ANKRD10
218162_at,6.74e-07,3.64e-06,1.14826515,OLFML3
218181_s_at,6.37e-12,6.9e-10,1.88798695,MAP4K4
218182_s_at,1.46e-06,6.65e-06,1.26144552,CLDN1
218211_s_at,5.6e-08,5.93e-07,1.47717238,MLPH
218224_at,2.95e-10,1.42e-08,1.71233235,PNMA1
218232_at,2.4e-05,6.85e-05,1.65458092,C1QA
218252_at,1.18e-06,5.61e-06,1.18266511,CKAP2
218273_s_at,8.22e-12,8.37e-10,1.11509772,PDP1
218309_at,6.13e-08,6.3e-07,1.53063568,CAMK2N1
218319_at,9.29e-06,3.05e-05,1.08202203,PELI1
218400_at,2.23e-10,1.14e-08,1.29146561,OAS3
218401_s_at,2.04e-09,5.92e-08,1.18288016,ZNF281
218404_at,2.52e-08,3.39e-07,1.19971456,SNX10
218468_s_at,9.4e-10,3.37e-08,3.33140365,GREM1
218469_at,2.85e-09,7.45e-08,3.20668556,GREM1
218472_s_at,2.9e-08,3.73e-07,1.00257091,PELO
218502_s_at,2.56e-11,2.08e-09,1.4297739,TRPS1
218507_at,3.58e-08,4.32e-07,1.00958745,HILPDA
218542_at,2.23e-05,6.42e-05,1.09292674,CEP55
218559_s_at,1.89e-07,1.41e-06,1.40049734,MAFB
218574_s_at,5.49e-09,1.17e-07,1.19321633,LMCD1
218585_s_at,2.32e-05,6.66e-05,1.11541552,DTL
218589_at,2.72e-09,7.21e-08,1.55947986,LPAR6
218611_at,9.16e-06,3.02e-05,1.05059158,IER5
218627_at,3.44e-10,1.6e-08,1.08048103,DRAM1
218638_s_at,1.94e-15,1.11e-12,1.79335893,LOC100130872///SPON2
218644_at,3.22e-06,1.26e-05,1.01394884,PLEK2
218656_s_at,2.21e-06,9.25e-06,1.22276673,LHFP
218677_at,0.000219858,0.00047943,1.06699387,S100A14
218718_at,1.14e-12,1.74e-10,1.47825942,PDGFC
218728_s_at,7.84e-09,1.52e-07,1.07912597,CNIH4
218729_at,2.41e-12,3.14e-10,2.05045766,LXN
218773_s_at,2.02e-08,2.91e-07,1.21032111,MSRB2
218788_s_at,4.06e-14,1.22e-11,1.15434317,SMYD3
218796_at,4.76e-07,2.79e-06,1.35306111,FERMT1
218802_at,4.81e-08,5.33e-07,1.95421262,MCUB
218804_at,4.41e-17,8.03e-14,2.97053176,ANO1
218854_at,3.34e-09,8.32e-08,2.11678924,DSE
218856_at,7.08e-15,3.05e-12,1.69518796,TNFRSF21
218870_at,0.000848614,0.001619306,1.08983766,LOC101928361///ARHGAP15
218871_x_at,1.24e-11,1.18e-09,1.67926907,CSGALNACT2
218883_s_at,2.47e-06,1.01e-05,1.34953839,CENPU
218918_at,1.95e-06,8.38e-06,1.06780588,MAN1C1
218960_at,4.35e-08,4.96e-07,1.9637276,TMPRSS4
218963_s_at,2.95e-11,2.32e-09,2.20655143,KRT23
218983_at,1.71e-11,1.49e-09,1.17878009,C1RL
218986_s_at,6.37e-09,1.31e-07,1.55703481,DDX60
219010_at,1.2e-06,5.68e-06,1.62353203,C1orf106
219014_at,0.00054665,0.001090608,1.69996462,PLAC8
219032_x_at,2.99e-10,1.44e-08,1.28566708,OPN3
219049_at,2.74e-06,1.1e-05,1.08646391,CSGALNACT1
219054_at,4.82e-09,1.07e-07,1.42535705,NPR3
219073_s_at,2.97e-10,1.43e-08,2.21385096,OSBPL10
219087_at,3.55e-13,6.91e-11,2.2636638,ASPN
219090_at,1.31e-15,8.65e-13,1.78043666,SLC24A3
219099_at,1.39e-07,1.13e-06,1.13993122,TIGAR
219134_at,2.74e-06,1.1e-05,1.45827069,ADGRL4
219161_s_at,1.39e-10,7.98e-09,1.58345538,CKLF-CMTM1///CKLF
219179_at,6.02e-16,5.35e-13,2.39802969,DACT1
219181_at,2.69e-09,7.16e-08,1.45918815,LIPG
219229_at,4.4e-08,5e-07,1.09262873,SLCO3A1
219232_s_at,6.48e-05,0.000162181,1.06012567,EGLN3
219249_s_at,2.98e-12,3.71e-10,1.01319443,FKBP10
219279_at,2.52e-05,7.13e-05,1.58088256,DOCK10
219315_s_at,5.03e-14,1.44e-11,1.55920844,TMEM204
219371_s_at,2.95e-05,8.17e-05,1.03257746,KLF2
219383_at,1.11e-06,5.37e-06,1.16910027,PRR5L
219386_s_at,3.67e-09,8.87e-08,1.45193753,SLAMF8
219403_s_at,2.56e-07,1.76e-06,1.09893341,HPSE
219410_at,2.93e-06,1.16e-05,1.12266649,TMEM45A
219434_at,5.3e-08,5.71e-07,1.53736519,TREM1
219439_at,8.09e-08,7.64e-07,1.32406343,C1GALT1
219454_at,1.32e-06,6.16e-06,1.11064287,EGFL6
219463_at,2.45e-14,8.18e-12,2.23697556,LAMP5
219476_at,9.83e-05,0.000233985,1.12796509,C1orf116
219479_at,1.2e-13,2.87e-11,1.8681625,KDELC1
219492_at,1.91e-08,2.82e-07,1.05014559,CHIC2
219506_at,4.44e-08,5.04e-07,1.53572703,C1orf54
219508_at,2.6e-05,7.33e-05,1.84782101,GCNT3
219540_at,8.11e-09,1.55e-07,1.34153203,ZNF267
219574_at,2.74e-05,7.68e-05,1.36872556,1-Mar
219580_s_at,1.14e-09,3.85e-08,2.99861879,TMC5
219594_at,2.22e-10,1.14e-08,1.14829577,NINJ2
219602_s_at,1.77e-08,2.68e-07,1.40975162,PIEZO2
219607_s_at,2.01e-06,8.58e-06,1.95414583,MS4A4A
219612_s_at,5.93e-05,0.000150059,1.72317162,FGG
219630_at,0.000887428,0.001685897,1.03629447,PDZK1IP1
219631_at,3.65e-12,4.35e-10,1.06036252,LRP12
219648_at,7.58e-10,2.89e-08,1.1113048,MREG
219655_at,2.01e-10,1.06e-08,1.26074907,SUGCT
219666_at,4.2e-08,4.83e-07,1.598078,MS4A6A
219684_at,3.71e-10,1.69e-08,1.17915291,RTP4
219691_at,4.24e-09,9.86e-08,1.36083386,SAMD9
219700_at,2.21e-14,7.44e-12,1.91850488,PLXDC1
219725_at,9.16e-16,6.5e-13,1.58659124,TREM2
219727_at,4.16e-07,2.52e-06,2.47046793,DUOX2
219747_at,1.44e-06,6.57e-06,1.11705012,NDNF
219773_at,1.24e-20,1.69e-16,3.02767059,NOX4
219778_at,2.3e-09,6.43e-08,1.88119729,ZFPM2
219779_at,4.31e-08,4.93e-07,1.01642875,ZFHX4
219787_s_at,5.91e-12,6.52e-10,2.18367354,ECT2
219789_at,3.34e-10,1.56e-08,1.98467017,NPR3
219795_at,3e-10,1.44e-08,3.00993894,SLC6A14
219799_s_at,6.3e-08,6.41e-07,1.25123427,DHRS9
219872_at,1.12e-07,9.65e-07,1.18047391,FAM198B
219890_at,4.34e-12,5.03e-10,1.86808192,CLEC5A
219892_at,5.67e-11,3.9e-09,1.52207131,TM6SF1
219895_at,3.89e-07,2.4e-06,1.25739097,TMEM255A
219901_at,3.15e-14,9.94e-12,1.47405105,FGD6
219908_at,5.41e-09,1.16e-07,1.418468,DKK2
219918_s_at,5.84e-06,2.06e-05,1.38313105,ASPM
219922_s_at,5.14e-13,9.15e-11,1.32628107,LTBP3
219936_s_at,0.000383734,0.000791514,1.10465964,GPR87
219947_at,6.67e-09,1.36e-07,1.62955512,CLEC4A
220014_at,1.25e-13,2.95e-11,1.50862952,PRR16
220030_at,2.98e-06,1.18e-05,1.25356262,STYK1
220088_at,1.78e-08,2.68e-07,1.96201076,C5AR1
220092_s_at,9.83e-14,2.51e-11,1.49081539,ANTXR1
220122_at,6.6e-05,0.000164882,1.21186529,MCTP1
220146_at,3.93e-08,4.61e-07,1.35645285,TLR7
220177_s_at,2.12e-06,8.94e-06,1.27129118,TMPRSS3
220230_s_at,7.87e-13,1.29e-10,1.05165231,CYB5R2
220272_at,8.09e-12,8.27e-10,1.5098523,BNC2
220301_at,2.51e-09,6.84e-08,1.56482021,CCDC102B
220330_s_at,1.52e-06,6.87e-06,2.21126637,SAMSN1
220356_at,5.05e-09,1.11e-07,1.80041916,CORIN
220416_at,4.01e-05,0.000106576,1.0422405,ATP8B4
220532_s_at,4.96e-06,1.8e-05,1.04149833,TMEM176B
220615_s_at,7.02e-06,2.41e-05,1.04931443,FAR2
220617_s_at,8.52e-13,1.38e-10,1.44874424,ZNF532
220658_s_at,1.1e-09,3.76e-08,1.52224515,ARNTL2
220750_s_at,9.89e-13,1.55e-10,1.09696299,P3H1
220918_at,1.08e-08,1.9e-07,1.08222579,RUNX1-IT1
220955_x_at,5.5e-09,1.18e-07,1.21844099,RAB23
220979_s_at,4.52e-07,2.68e-06,1.20860354,ST6GALNAC5
220988_s_at,1.5e-09,4.72e-08,1.25702998,C1QTNF3
221011_s_at,4.32e-11,3.16e-09,1.46008855,LBH
221019_s_at,5.63e-08,5.96e-07,1.58429538,COLEC12
221039_s_at,1.82e-08,2.72e-07,1.32282356,ASAP1
221058_s_at,7.26e-12,7.57e-10,1.48931575,CKLF
221059_s_at,4.16e-06,1.55e-05,1.22664047,COTL1
221127_s_at,2.16e-14,7.34e-12,1.63631272,DKK3
221132_at,5.23e-05,0.000134281,1.99378286,CLDN18
221133_s_at,0.000197411,0.00043536,1.61076389,CLDN18
221210_s_at,1.46e-07,1.16e-06,1.65600623,NPL
221447_s_at,1.93e-12,2.64e-10,1.55992916,GLT8D2
221485_at,1.21e-08,2.06e-07,1.34490513,B4GALT5
221489_s_at,2.96e-11,2.33e-09,1.03591164,SPRY4
221530_s_at,5.32e-11,3.71e-09,1.40100649,BHLHE41
221538_s_at,2.27e-11,1.87e-09,1.28903663,PLXNA1
221541_at,3.22e-09,8.15e-08,1.46272822,CRISPLD2
221558_s_at,4.66e-11,3.35e-09,2.75342766,LEF1
221651_x_at,1.24e-05,3.91e-05,1.57143009,IGK///IGKC
221666_s_at,7.39e-06,2.51e-05,1.03418016,PYCARD
221671_x_at,9.8e-06,3.19e-05,1.60422986,IGK///IGKC
221676_s_at,2.61e-09,7.03e-08,1.34029166,CORO1C
221698_s_at,4.85e-09,1.08e-07,1.6228217,CLEC7A
221729_at,8.49e-16,6.14e-13,3.44422932,COL5A2
221730_at,5.63e-15,2.46e-12,3.70663024,COL5A2
221731_x_at,1.09e-15,7.54e-13,3.78007,VCAN
221752_at,6.09e-11,4.13e-09,1.26643503,SSH1
221765_at,3.11e-05,8.55e-05,1.15807756,UGCG
221773_at,1.11e-08,1.94e-07,1.48647677,ELK3
221814_at,1.06e-10,6.41e-09,1.18191972,ADGRA2
221840_at,4.29e-05,0.000113229,1.13962128,PTPRE
221872_at,1.4e-12,2.06e-10,3.30493528,RARRES1
221875_x_at,3.26e-06,1.27e-05,1.21536857,HLA-F
221898_at,3.03e-14,9.62e-12,1.9588814,PDPN
221900_at,2.91e-15,1.45e-12,1.99558689,COL8A2
221911_at,1.75e-15,1.03e-12,2.3034463,ETV1
221935_s_at,1.82e-09,5.43e-08,1.21955268,EOGT
221978_at,6.32e-05,0.00015871,1.04749047,HLA-F
222020_s_at,3.52e-14,1.09e-11,1.654003,LOC102725271///NTM
222077_s_at,6.05e-08,6.24e-07,1.34498237,RACGAP1
222088_s_at,8.3e-07,4.29e-06,1.43396646,SLC2A14///SLC2A3
222108_at,9.71e-14,2.51e-11,1.85829455,AMIGO2
222111_at,1.27e-10,7.4e-09,1.03456585,FAM63B
222146_s_at,4.72e-08,5.26e-07,1.39184393,TCF4
222235_s_at,4.99e-12,5.65e-10,1.78694529,CSGALNACT2
222288_at,1.33e-11,1.24e-09,2.08031747,nan
222303_at,3.73e-05,0.000100184,1.20783533,nan
222344_at,1.58e-11,1.4e-09,1.71064567,nan
222348_at,2.84e-09,7.43e-08,1.13692904,MAST4
222379_at,1.2e-06,5.69e-06,1.27262942,KCNE4
222392_x_at,6.66e-05,0.000166314,1.22177747,PERP
222396_at,6.57e-09,1.34e-07,1.43949515,HN1
222409_at,3.09e-09,7.88e-08,1.56795447,CORO1C
222418_s_at,1.76e-08,2.66e-07,1.01767645,TMEM43
222449_at,3.94e-18,1.55e-14,2.16537652,PMEPA1
222450_at,4.37e-13,8.02e-11,1.75309763,PMEPA1
222453_at,7e-06,2.4e-05,1.30998856,CYBRD1
222484_s_at,8.27e-06,2.76e-05,1.7396454,CXCL14
222547_at,1.13e-10,6.69e-09,1.78820213,MAP4K4
222549_at,5.91e-08,6.16e-07,1.89255262,CLDN1
222572_at,1.57e-09,4.91e-08,1.1210095,PDP1
222592_s_at,0.001865611,0.003308862,1.18356539,ACSL5
222600_s_at,9.16e-08,8.36e-07,1.00214684,UBA6
222602_at,7.63e-08,7.34e-07,1.24361536,UBA6
222608_s_at,4.74e-07,2.78e-06,1.72383328,ANLN
222633_at,1.58e-07,1.23e-06,1.01734137,TBL1XR1
222646_s_at,4.54e-06,1.67e-05,1.0560388,ERO1A
222651_s_at,1.25e-09,4.11e-08,1.10208791,TRPS1
222662_at,2.61e-10,1.3e-08,1.22348394,PPP1R3B
222670_s_at,2.62e-07,1.79e-06,1.09926517,MAFB
222719_s_at,5.95e-13,1.04e-10,1.40600233,PDGFC
222760_at,7.83e-11,5.07e-09,1.22278973,ZNF703
222803_at,5.93e-10,2.4e-08,1.09590202,PRTFDC1
222810_s_at,5.13e-18,1.75e-14,1.2600139,RASAL2
222830_at,1.17e-07,9.94e-07,1.16004618,GRHL1
222846_at,0.000129827,0.000299544,1.05690445,RAB8B
222848_at,2.88e-05,8.02e-05,1.18079292,CENPK
222853_at,0.000203152,0.00044658,1.04248501,FLRT3
222872_x_at,4.73e-05,0.000122941,1.31542157,NABP1
222877_at,8.71e-09,1.64e-07,1.65001322,NRP2
222895_s_at,8.4e-05,0.000203936,1.28363366,BCL11B
222904_s_at,2.36e-08,3.24e-07,2.2051562,TMC5
223028_s_at,1.72e-09,5.22e-08,1.00589118,SNX9
223047_at,5.51e-10,2.27e-08,1.15642759,CMTM6
223077_at,3.95e-08,4.63e-07,1.0335184,TMOD3
223082_at,7.89e-10,2.97e-08,1.2899151,SH3KBP1
223095_at,1.76e-15,1.03e-12,1.19768947,MARVELD1
223121_s_at,3.06e-13,6.1e-11,3.31520378,SFRP2
223122_s_at,5.7e-11,3.91e-09,2.95276483,SFRP2
223158_s_at,1.8e-11,1.55e-09,1.23865381,NEK6
223176_at,4.05e-09,9.51e-08,1.40533043,KCTD20
223204_at,2.61e-10,1.3e-08,1.74330753,FAM198B
223218_s_at,3.38e-05,9.19e-05,1.06560775,NFKBIZ
223220_s_at,6.96e-11,4.62e-09,1.02515051,PARP9
223235_s_at,0.000567919,0.001128921,1.04195082,SMOC2
223253_at,1.13e-08,1.97e-07,1.01166229,EPDR1
223278_at,3.27e-15,1.51e-12,3.69109958,GJB2
223279_s_at,1.44e-12,2.1e-10,1.2776117,UACA
223280_x_at,2.1e-07,1.52e-06,1.41371841,MS4A6A
223343_at,5.46e-06,1.95e-05,1.5621991,MS4A7
223344_s_at,0.000137896,0.000316108,1.15824363,MS4A7
223361_at,1.58e-06,7.08e-06,1.42825522,ABRACL
223374_s_at,7.37e-10,2.83e-08,1.06206725,B3GALNT1
223378_at,4.38e-14,1.29e-11,1.61350245,GLIS2
223380_s_at,1.83e-09,5.44e-08,1.03594196,LATS2
223393_s_at,3.33e-09,8.31e-08,1.11896096,TSHZ3
223395_at,1.65e-05,4.97e-05,1.18418253,ABI3BP
223405_at,1.07e-06,5.23e-06,1.04966477,NPL
223434_at,1.11e-05,3.55e-05,1.67509735,GBP3
223451_s_at,4.2e-12,4.91e-10,1.62269349,CKLF
223454_at,7.21e-12,7.55e-10,1.15539248,CXCL16
223463_at,3.23e-11,2.49e-09,1.67766326,RAB23
223475_at,6.11e-11,4.14e-09,2.13160314,CRISPLD1
223484_at,3.12e-10,1.48e-08,2.38497006,C15orf48
223492_s_at,5.33e-08,5.73e-07,1.40262018,LRRFIP1
223499_at,2.02e-13,4.42e-11,1.21565651,C1QTNF5///MFRP
223501_at,5.01e-08,5.48e-07,1.70069998,TNFSF13B
223502_s_at,6.22e-08,6.35e-07,1.63297532,TNFSF13B
223509_at,2.03e-05,5.93e-05,1.24734693,CLDN2
223586_at,2.08e-10,1.08e-08,1.43839367,ARNTL2
223595_at,3.94e-07,2.42e-06,1.5253271,TMEM133
223614_at,1.64e-07,1.27e-06,1.00257629,MMP16
223620_at,2.05e-07,1.49e-06,1.58403559,GPR34
223631_s_at,5.73e-08,6.03e-07,2.34746148,C19orf33
223672_at,3.51e-12,4.23e-10,1.31892573,SGIP1
223679_at,8.61e-09,1.62e-07,1.23209214,CTNNB1
223690_at,1.11e-12,1.71e-10,1.62148956,LTBP2
223730_at,2.49e-11,2.03e-09,1.25890028,GPC6
223854_at,6.43e-13,1.1e-10,1.32223619,PCDHB9///PCDHB10
223922_x_at,8.89e-07,4.52e-06,1.21722671,MS4A6A
223939_at,2.87e-06,1.14e-05,1.31005881,SUCNR1
223949_at,5.41e-09,1.16e-07,1.74663871,TMPRSS3
223952_x_at,1.07e-07,9.35e-07,1.51811754,DHRS9
224002_s_at,3.74e-14,1.15e-11,1.6151432,FKBP7
224009_x_at,8.22e-08,7.73e-07,1.56943898,DHRS9
224184_s_at,3.19e-07,2.06e-06,1.02273893,BOC
224209_s_at,0.002546067,0.004393719,1.2826261,GDA
224218_s_at,8.4e-12,8.49e-10,1.15914306,TRPS1
224252_s_at,3.43e-11,2.62e-09,1.63100689,FXYD5
224341_x_at,0.000180276,0.000401427,1.09453147,TLR4
224356_x_at,2.77e-07,1.87e-06,1.42765143,MS4A6A
224374_s_at,2.93e-09,7.59e-08,1.20840262,EMILIN2
224396_s_at,9.79e-13,1.55e-10,2.38203252,ASPN
224414_s_at,2.74e-08,3.6e-07,1.08571337,CARD6
224428_s_at,0.000124986,0.000289363,1.31573035,CDCA7
224550_s_at,1.39e-07,1.13e-06,1.03845734,MRVI1
224560_at,3.97e-12,4.69e-10,1.61017813,TIMP2
224583_at,3.7e-07,2.3e-06,1.50130041,COTL1
224594_x_at,5.94e-09,1.24e-07,1.31829128,ACTB
224595_at,1.93e-10,1.03e-08,1.04272302,SLC44A1
224596_at,8.91e-11,5.53e-09,1.08039632,SLC44A1
224618_at,1.98e-07,1.46e-06,1.05631054,PTBP3
224650_at,4.16e-05,0.000110011,1.5893588,MAL2
224694_at,4.39e-16,4.64e-13,2.90417622,ANTXR1
224710_at,3.88e-12,4.6e-10,1.47278746,NARR///RAB34
224724_at,1.14e-10,6.76e-09,2.45078183,SULF2
224733_at,6.12e-13,1.06e-10,1.67936329,CMTM3
224772_at,7.18e-10,2.78e-08,1.3199899,NAV1
224790_at,5.38e-08,5.77e-07,1.01341333,ASAP1
224791_at,1.64e-08,2.53e-07,1.43327594,ASAP1
224793_s_at,2.03e-11,1.7e-09,1.46555753,TGFBR1
224795_x_at,5.7e-06,2.02e-05,1.61878863,IGK///IGKC
224796_at,1.19e-08,2.04e-07,1.05259038,ASAP1
224811_at,1.05e-06,5.15e-06,1.00142035,LPP
224817_at,4.68e-16,4.83e-13,1.63077287,SH3PXD2A
224823_at,4.1e-06,1.54e-05,1.36347421,MYLK
224833_at,2.25e-05,6.47e-05,1.15355516,ETS1
224894_at,1.03e-09,3.59e-08,1.2711713,YAP1
224895_at,1.48e-10,8.41e-09,1.07071116,YAP1
224911_s_at,5.43e-14,1.53e-11,1.66253509,DCBLD2
224916_at,6.82e-10,2.68e-08,1.58553601,TMEM173
224917_at,6.16e-08,6.31e-07,1.4631199,MIR21///VMP1
224927_at,8.34e-08,7.81e-07,1.35344547,PPP1R18
224929_at,5.67e-10,2.32e-08,1.01126517,TMEM173
224937_at,1.83e-12,2.53e-10,1.39992427,PTGFRN
224940_s_at,1.87e-11,1.59e-09,1.69476223,PAPPA
224941_at,5.09e-11,3.58e-09,1.75528235,PAPPA
224952_at,6.46e-15,2.8e-12,1.39194164,TANC2
224955_at,3.34e-09,8.32e-08,1.03881181,TEAD1
224996_at,8.72e-10,3.19e-08,1.40343372,ASPH
225008_at,1.45e-11,1.32e-09,1.16851009,ASPH
225016_at,7.42e-09,1.46e-07,1.18246403,APCDD1
225018_at,4.03e-10,1.8e-08,1.01079293,SPIRE1
225021_at,3.59e-12,4.3e-10,1.76478344,ZNF532
225033_at,1.81e-09,5.4e-08,1.097526,ST3GAL1
225045_at,1.74e-09,5.27e-08,1.10663679,CCDC88A
225056_at,7.66e-10,2.91e-08,1.70945774,SIPA1L2
225095_at,4.09e-07,2.49e-06,1.01468141,SPTLC2
225102_at,3.84e-08,4.54e-07,1.22717225,MGLL
225129_at,3.04e-09,7.78e-08,1.07115448,CPNE2
225136_at,6.2e-07,3.41e-06,1.00263404,PLEKHA2
225144_at,8.57e-11,5.36e-09,1.29844431,BMPR2
225188_at,1.52e-08,2.4e-07,1.34723349,RAPH1
225189_s_at,5e-08,5.47e-07,1.45395422,RAPH1
225227_at,1.92e-10,1.03e-08,1.55472356,SKIL
225231_at,3.57e-07,2.24e-06,1.05706746,CBL
225239_at,1.07e-10,6.44e-09,1.01730218,MIR612///NEAT1
225241_at,1.27e-07,1.06e-06,1.32831758,CCDC80
225242_s_at,3.61e-10,1.66e-08,2.30194361,CCDC80
225262_at,3.08e-07,2.01e-06,1.17279973,FOSL2
225265_at,2.35e-07,1.65e-06,1.44923578,RBMS1
225269_s_at,5.01e-09,1.11e-07,1.41168087,RBMS1
225275_at,1.23e-11,1.16e-09,2.55947048,EDIL3
225295_at,4.4e-11,3.19e-09,1.77279432,SLC39A10
225303_at,3.11e-12,3.84e-10,1.60216546,KIRREL
225328_at,1.91e-13,4.22e-11,1.90500894,FBXO32
225342_at,1.83e-08,2.74e-07,1.64265795,LOC100507855///AK4
225344_at,1.63e-07,1.26e-06,1.11977763,NCOA7
225353_s_at,3.37e-06,1.31e-05,1.76318379,C1QC
225355_at,2.91e-09,7.57e-08,1.23646992,NEURL1B
225366_at,2.78e-09,7.33e-08,1.00944195,PGM2
225367_at,3.91e-09,9.28e-08,1.17197338,PGM2
225380_at,2.51e-10,1.25e-08,1.09192959,PKDCC
225381_at,1.52e-10,8.58e-09,1.88530295,MIR100HG
225406_at,6.13e-12,6.71e-10,1.20323616,TWSG1
225436_at,3.25e-05,8.89e-05,1.10562734,ABHD17C
225442_at,4.77e-10,2.04e-08,1.48767401,DDR2
225464_at,1.66e-11,1.45e-09,1.78913259,FRMD6
225481_at,1.06e-11,1.02e-09,1.99533081,FRMD6
225496_s_at,4.64e-10,2.01e-08,1.66532807,SYTL2
225502_at,2.59e-05,7.31e-05,1.49454841,DOCK8
225524_at,7.25e-11,4.76e-09,1.92808479,ANTXR2
225548_at,7.35e-06,2.5e-05,1.12522009,SHROOM3
225566_at,2.86e-12,3.58e-10,1.05240467,NRP2
225585_at,1e-06,4.94e-06,1.05445912,RAP2A
225604_s_at,3.07e-05,8.46e-05,1.12886518,GLIPR2
225611_at,2.51e-08,3.38e-07,1.07798029,MAST4
225612_s_at,4.76e-06,1.74e-05,1.35816702,B3GNT5
225613_at,1.03e-08,1.83e-07,1.00594689,MAST4
225639_at,6.78e-09,1.37e-07,1.59757432,SKAP2
225645_at,0.000673171,0.001315427,1.21361867,EHF
225646_at,5.83e-09,1.23e-07,1.82133016,CTSC
225647_s_at,3.67e-07,2.29e-06,1.77614758,CTSC
225651_at,1.2e-08,2.05e-07,1.00986131,UBE2E2
225664_at,3.49e-13,6.84e-11,2.63331012,COL12A1
225673_at,3.51e-08,4.27e-07,1.18595183,MYADM
225681_at,8.12e-16,6.14e-13,4.43075384,CTHRC1
225687_at,1.96e-05,5.76e-05,1.27841146,FAM83D
225710_at,8.32e-10,3.09e-08,2.19017392,GNB4
225717_at,3.84e-09,9.16e-08,1.04998559,LNPK
225731_at,1.76e-14,6.28e-12,1.23963776,ANKRD50
225735_at,1.25e-14,4.82e-12,1.23665702,ANKRD50
225763_at,0.000355106,0.000738201,1.192718,RCSD1
225776_at,1.21e-13,2.89e-11,1.0591091,RBMS2
225782_at,8.12e-10,3.03e-08,1.88760082,MSRB3
225790_at,1.57e-09,4.91e-08,1.63245334,MSRB3
225799_at,5.95e-12,6.54e-10,1.69440128,LOC101930489///MIR4435-2HG///LINC00152
225803_at,8.53e-16,6.14e-13,1.72359572,FBXO32
225834_at,1.04e-07,9.11e-07,1.42035871,FAM72A///FAM72D///FAM72B///FAM72C
225835_at,4.98e-07,2.89e-06,1.11437339,SLC12A2
225841_at,5.18e-08,5.62e-07,1.04846508,HENMT1
225842_at,2.9e-08,3.73e-07,1.26896704,PHLDA1
225847_at,4.98e-11,3.52e-09,1.56751826,NCEH1
225871_at,8.32e-11,5.26e-09,1.23941091,STEAP2
225878_at,3.88e-07,2.39e-06,1.03429041,KIF1B
225895_at,0.003799443,0.006330283,1.02855602,SYNPO2
225929_s_at,3.14e-09,7.96e-08,1.11178568,RNF213
225946_at,3.59e-11,2.72e-09,1.57498182,RASSF8
225968_at,7.44e-09,1.46e-07,1.03354673,PRICKLE2
225973_at,2.56e-05,7.23e-05,1.19040079,TAP2
225975_at,2.63e-07,1.79e-06,1.128097,PCDH18
225990_at,2.82e-07,1.89e-06,1.25101284,BOC
226000_at,2.18e-11,1.82e-09,1.48195576,CTTNBP2NL
226016_at,1.77e-07,1.34e-06,1.16595849,CD47
226047_at,1.81e-10,9.81e-09,1.30392747,MRVI1
226065_at,2.87e-11,2.27e-09,1.45879516,PRICKLE1
226066_at,1.42e-11,1.3e-09,1.10621884,MITF
226069_at,2.81e-10,1.37e-08,1.6745015,PRICKLE1
226077_at,7.29e-09,1.44e-07,1.42675783,RNF145
226084_at,1.49e-10,8.41e-09,1.86706574,MAP1B
226086_at,4.35e-06,1.61e-05,1.5101684,SYT13
226122_at,6.77e-07,3.65e-06,1.56827859,PLEKHG1
226136_at,1.48e-07,1.18e-06,1.6527108,GLIPR1
226142_at,6.36e-08,6.45e-07,1.93591932,GLIPR1
226184_at,4.71e-10,2.03e-08,1.14458215,FMNL2
226189_at,2.72e-07,1.84e-06,1.57658486,ITGB8
226203_at,2.9e-08,3.73e-07,1.00930067,MYO9A
226218_at,0.000394599,0.000811475,1.44125154,IL7R
226219_at,0.000146139,0.000332631,1.19693269,ARHGAP30
226225_at,3.42e-07,2.18e-06,1.16324047,MCC
226237_at,6.67e-18,2.1e-14,4.62612515,COL8A1
226275_at,9.83e-05,0.000234061,1.13188088,MXD1
226279_at,4.15e-10,1.84e-08,1.4602754,PRSS23
226280_at,8.88e-07,4.52e-06,1.07095107,BNIP2
226282_at,4.33e-11,3.16e-09,1.00853825,PTPN14
226311_at,5.17e-16,4.97e-13,2.77144761,ADAMTS2
226347_at,2.68e-09,7.14e-08,1.12086722,nan
226348_at,1.07e-09,3.7e-08,1.15597922,FUT11
226350_at,2.49e-09,6.8e-08,1.22731467,CHML
226364_at,1.06e-12,1.63e-10,1.6738397,HIP1
226372_at,9.34e-11,5.75e-09,1.56051057,CHST11
226416_at,3.2e-08,3.98e-07,1.08775381,ERI1
226421_at,5.74e-11,3.93e-09,1.26232098,AMMECR1
226425_at,7.65e-11,4.99e-09,1.45458646,CLIP4
226430_at,1.02e-06,5.02e-06,1.33721041,RELL1
226435_at,4.8e-07,2.81e-06,1.811018,PAPLN
226464_at,6.84e-09,1.38e-07,1.08364263,C3orf58
226534_at,8.71e-10,3.19e-08,1.37617219,KITLG
226535_at,1.62e-12,2.31e-10,3.11296025,LOC100505984///ITGB6
226545_at,1.07e-12,1.65e-10,2.35811014,CD109
